strategy,chunker,model,question,gold_answer,rag_answer,gold_f1,gold_exact_match,anthropic_claude_haiku_4_5_20251001_faithfulness,anthropic_claude_haiku_4_5_20251001_relevance,anthropic_claude_haiku_4_5_20251001_conciseness,anthropic_claude_haiku_4_5_20251001_quality,anthropic_claude_haiku_4_5_20251001_scorer_latency_ms,openai_gpt_5_4_mini_faithfulness,openai_gpt_5_4_mini_relevance,openai_gpt_5_4_mini_conciseness,openai_gpt_5_4_mini_quality,openai_gpt_5_4_mini_scorer_latency_ms,consensus_quality,strategy_latency_ms,scorer_latency_ms_total,total_latency_ms,context_sent_to_llm,failure_stage,failure_stage_confidence,failure_stage_method,gold_in_chunks,gold_in_retrieved,gold_in_context,chunk_type,chunk_size,chunk_overlap,num_chunks,embed_provider,embed_model,embed_dimension,retrieval_mode,retrieval_top_k,num_chunks_retrieved,context_char_length,reranker_model,reranker_top_k,llm_provider,llm_host,llm_model,llm_quantization,dataset_name,dataset_sample_seed,gold_bertscore
naive,recursive,qwen3.5:0.8b,Are both Tim McIlrath and Spike Slawson American punk rock musicians?,yes,"Yes, both Tim McIlrath and Spike Slawson are American punk rock musicians. Tim McIlrath is the lead singer, rhythm guitarist, songwriter, and co-founder of **Rise Against**, which he supports for animal rights, and he is listed as a member of various bands. Spike Slawson is the lead singer of the American punk rock band **Me First and the Gimme Gimmes**, a group of which he is also a member.",0.0,True,2.0,5.0,2.0,3.0,4712.409999978263,4.0,5.0,4.0,4.333333333333333,2712.776299973484,3.6666666666666665,5255.536700016819,7425.186299951747,12680.722999968566,"---

## Spike Slawson
Spike Slawson is an American punk rock musician, a member of Me First and the Gimme Gimmes, Swingin' Utters, Filthy Thievin' Bastards, Re-Volts, and Uke-Hunt.

---

---

## Tim McIlrath
Timothy James ""Tim"" McIlrath (born November 3, 1978) is an American punk rock musician.  He is the lead singer, rhythm guitarist, songwriter and co-founder of the American punk rock band Rise Against.  McIlrath is known to support animal rights and actively promotes PETA with his band.  He is also straight edge.

---

The Dwarves Must Die is the 2004 release by the American punk band Dwarves.  It is the band's first release on the ""Sympathy for the Record Industry"" label.  There are several cameos, including Dexter Holland from The Offspring, Nash Kato from Urge Overkill, desert rock icon Nick Oliveri, Josh Freese from The Vandals, Spike Slawson from Me First and the Gimme Gimmes, gangster rapper San Quinn, DJ Marz, and even the original Space Ghost himself, Gary Owens.  The rather freeform departure from

The Filthy Thieving Bastards is an American folk/punk rock group formed in 2000 in San Francisco, California.  The band was originally a side project put together by Johnny Bonnel and Darius Koski of the Swingin' Utters.  Spike Slawson (also from Swingin' Utters) later joined the band, along with recording engineer Randy Burk.  Greg Lisher from Camper Van Beethoven guested on guitar for several songs on their second release.  Their music is influenced by folk rock, Celtic rock, country music,

---

## The Honor System (band)
The Honor System was an American punk rock band from Chicago, Illinois, formed in 1999 by Dan Hanaway and Rob DePaola, after the breakup of their previous band The Broadways.  The band briefly featured future Rise Against frontman Tim McIlrath as a bassist.  They broke up in 2004, leaving behind two studio albums and three EPs.

---",none,,substring,False,False,False,recursive,500.0,100.0,21,ollama,embeddinggemma:300m,768,hybrid,5,5,1891,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.7975851893424988
naive,recursive,qwen3.5:0.8b,Alan Furst and Lee Child are what?,is a British author,"Based on the provided text, both **Alan Furst** and **Lee Child** are **American authors** specializing in historical spy novels.

The text identifies Alan Furst as an ""American author of historical spy novels"" and notes that his novels were set during the Second World War. Similarly, while the text only mentions Lee Child's writing as a general summary, in the context of biographical trivia questions based on these specific authors, they are often grouped as a pairing. However, based strictly on the *provided context* which focuses on Furst's writing style (historical spy, WWII) and lists other authors as influences, the direct answer is that they are **American authors** (specifically Furst is explicitly identified as such, and the text describes Furst's work as a historical spy novel series).

More specifically regarding their shared connection to the genre mentioned:
**Answer: Alan Furst and Lee Child are both American authors.**",0.058252427184466,False,2.0,4.0,2.0,2.6666666666666665,2067.617499968037,2.0,4.0,2.0,2.6666666666666665,3027.7517000213265,2.6666666666666665,1585.6394000002183,5095.369199989364,6681.008599989582,"---

## The Polish Officer
The Polish Officer (1995) is a novel by Alan Furst.

---

## The World at Night
The World at Night (1996) is a novel by Alan Furst.

---

---

## Alan Furst
Alan Furst (born February 20, 1941) is an American author of historical spy novels. Furst has been called ""an heir to the tradition of Eric Ambler and Graham Greene,"" whom he cites along with Joseph Roth and Arthur Koestler as important influences.  Most of his novels since 1988 have been set just prior to or during the Second World War and he is noted for his successful evocations of Eastern European peoples and places during the period from 1933 to 1944.

---

## Lee Child
James D. ""Jim"" Grant (born 29 October 1954), primarily known by his pen name Lee Child, is a British author who writes thriller novels, and is most well-known for his ""Jack Reacher"" novel series.  The books follow the adventures of a former American military policeman, Jack Reacher, who wanders the United States.  His first novel, ""Killing Floor"", won both the Anthony Award, and the Barry Award for Best First Novel.

---

## Kingdom of Shadows
Kingdom of Shadows (2000) is a novel by Alan Furst.  It won the 2001 Hammett Prize.

---

---

## The Spies of Warsaw
The Spies of Warsaw is a 2008 spy novel by Alan Furst about espionage involving the major nations shortly before World War II competing for influence and control over the future of Poland.  The story starts in October 1937 and ends in May 1938, with a one paragraph description outlining the future of the two lead characters.

---

## The Polish Officer
The Polish Officer (1995) is a novel by Alan Furst.

---",generation,high,substring,True,True,True,recursive,500.0,100.0,20,ollama,embeddinggemma:300m,768,hybrid,5,5,1641,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.8355201482772827
naive,recursive,qwen3.5:0.8b,The ancient Roman town near Fusaro Lake is now the commune of what?,Bacoli,"Based on the provided text, the lake of **Fusaro Lake** is situated west of Naples. The text states that the lake is ""separated from the sea by a narrow coastal strip, it is a very unusual ecosystem... characterized by a variety of vegetation which is specific to the region."" However, the provided context does not contain any information about whether the lake's area is now the commune of **Fusaro** or the commune of **Fuso**, or any other specific administrative unit for Fusaro Lake.

Without external knowledge regarding the current commune names for the lake itself, the question cannot be definitively answered from the given context.

**Answer:** The provided context does not contain the answer.",0.0,False,3.0,3.0,3.0,3.0,2891.3108999840915,2.0,2.0,2.0,2.0,1978.9308999897912,2.5,1457.1446999907494,4870.241799973883,6327.386499964632,"---

## Fusaro Lake
Lake Fusaro (Italian: ""Lago di Fusaro"") is a lake of the Campania region that is situated west of Naples, Italy, in the territory of the community of Bacoli.  It is about 0.5 mi from Baia, and about 1 mi south of the acropolis of Cumae.  It is separated from the sea by a narrow coastal strip, it is a very unusual ecosystem of great interest, characterized by a variety of vegetation which is specific to the region.

---

Camulodunum ( or ; Latin: ' ), the Ancient Roman name for what is now Colchester in Essex, was an important town in Roman Britain, and the first capital of the province.  It is claimed to be the oldest town in Britain.  Originally the site of the Brythonic-Celtic oppidum of Camulodunon (meaning """"The Stronghold of Camulos""""), capital of the Trinovantes and later the Catuvellauni tribes, it was first mentioned by name on coinage minted by the chieftain Tasciovanus sometime between 20 and 10 BC.

---

## Stabiae
Stabiae was an ancient Roman town near the modern town of Castellammare di Stabia and approximately 4.5 km southwest of Pompeii, and which became famous for the magnificent Roman villas found there in recent times.  The beautiful objects and frescoes taken from these villas were often sold and distributed, while many can be found in the National Archaeological Museum of Naples.

---

Baiae (Italian: ""Baia"" ; Neapolitan: ""Baia"" ) was an ancient Roman town situated on the northwest shore of the Gulf of Naples, and now in the ""comune"" of Bacoli.  It was a fashionable resort for centuries in antiquity, particularly towards the end of the Roman Republic, when it was reckoned as superior to Pompeii, Herculaneum, and Capri by the super-rich who built luxurious villas here.  It was notorious for its hedonistic offerings and the attendant rumours of corruption and scandal.  It later

---

## Miróbriga
Miróbriga (""Mirobriga Celticorum"") is an ancient Roman town located near the village and civil parish of Santiago do Cacém, in the municipality of the same name in the south-west of Portugal.  Archeology revealed a that the town occupied the site of an ancient Iron Age settlement that existed since the 9th century B.C.

---",generation,high,substring,True,True,True,recursive,500.0,100.0,18,ollama,embeddinggemma:300m,768,hybrid,5,5,2191,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.8003986477851868
naive,recursive,qwen3.5:0.8b,the 1989 Eurovision Song Contest took place in a city situated on the shores of which lake ?,Lake Geneva,Lake Geneva,1.0,True,5.0,5.0,5.0,5.0,1721.3140000239946,5.0,5.0,5.0,5.0,1615.1836999924851,5.0,756.6400999785401,3336.49770001648,4093.13779999502,"---

## Belgium in the Eurovision Song Contest 1989
Belgium was represented by Ingeborg, with the song '""Door de wind"", at the 1989 Eurovision Song Contest, which took place in Lausanne, Switzerland on 6 May.  Ingeborg was the winner of the Belgian national final for the contest, held in Brussels on 18 March.

---

---

## Lausanne
Lausanne ( , ] , German: ""Lausanne"" , and also ""Lausannen"" Italian: ""Losanna"" , Romansh: ""Losanna"" ) is a city in the French-speaking part of Switzerland, and the capital and biggest city of the canton of Vaud.  The city is situated on the shores of Lake Geneva (French: ""Lac Léman"" , or simply ""Le Léman"").  It faces the French town of Évian-les-Bains, with the Jura Mountains to its north-west.  Lausanne is located 62 km northeast of Geneva.

---

## Eurovision Song Contest 1998
The Eurovision Song Contest 1998 was the 43rd annual Eurovision Song Contest.  The contest took place in Birmingham in the United Kingdom, following Katrina and the Waves's win in the 1997 contest in Dublin with ""Love Shine A Light"".  It was the UK's fifth win, and the eighth time that the UK hosted the contest, the last being in Harrogate in 1982.  The UK has not won or hosted the contest since.  The contest took place in the National Indoor Arena on 9 May 1998.

The Eurovision Song Contest 2005 was the 50th annual Eurovision Song Contest.  The contest took place at the Palace of Sports in Kiev, Ukraine, following Ruslana's win in the 2004 Contest with the song ""Wild Dances"".  The contest consisted of two shows: the semi-final and final, which took place on 19 and 21 May 2005, respectively.  The shows were hosted by Maria Efrosinina and Pavlo Shylko.  Thirty-nine countries participated, including the débuts of Bulgaria and Moldova and the return of

The Eurovision Song Contest 1992 was the 37th Eurovision Song Contest and was held on 9 May 1992 in Malmö, Sweden.  The presenters were Lydia Cappolicchio and Harald Treutiger.  Linda Martin, representing Ireland, was the winner of this Eurovision with the song Why Me? .  The song was written by Johnny Logan, who had won the 1980 contest as singer and the 1987 contest as singer/songwriter.  The contest took place at Malmömässan, a large exhibition and conference centre, where the stage set was",none,,substring,True,True,True,recursive,500.0,100.0,33,ollama,embeddinggemma:300m,768,hybrid,5,5,2280,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,1.0
naive,recursive,qwen3.5:0.8b,"The Great Escape is a 1963 American World War II epic film based on an escape by British Commonwealth prisoners of war from a German POW camp during World War II, starring which American actor, called ""The King of Cool""?","Terence Steven ""Steve"" McQueen",Steve McQueen,0.3333333333333333,False,5.0,5.0,5.0,5.0,2198.2584000215866,5.0,5.0,5.0,5.0,2243.829099985305,5.0,755.814999982249,4442.087500006892,5197.902499989141,"---

## The Great Escape (film)
The Great Escape is a 1963 American World War II epic film based on an escape by British Commonwealth prisoners of war from a German POW camp during World War II, starring Steve McQueen, James Garner, and Richard Attenborough, filmed in Panavision.

---

The Great Escape is an insider's account by Australian writer Paul Brickhill of the 1944 mass escape from the German prisoner of war camp Stalag Luft III for British and Commonwealth airmen.  As a prisoner in the camp, he participated in the escape plan but was debarred from the actual escape 'along with three or four others on grounds of claustrophobia'.  The introduction to the book is written by George Harsh, an American POW at Stalag Luft III.  This book was made into the 1963 film ""The

by George Harsh, an American POW at Stalag Luft III.  This book was made into the 1963 film ""The Great Escape"".

Terence Steven ""Steve"" McQueen (March 24, 1930 – November 7, 1980) was an American actor.  Called ""The King of Cool"", his ""anti-hero"" persona developed at the height of the counterculture of the 1960s and made him a top box-office draw of the 1960s and 1970s.  McQueen received an Academy Award nomination for his role in ""The Sand Pebbles"".  His other popular films include ""The Cincinnati Kid"", ""The Thomas Crown Affair"", ""Bullitt"", ""The Getaway"", and ""Papillon"", as well as the all-star ensemble

## Angler POW escape
In April 1941, inmates at the Angler POW Camp near Neys Provincial Park on the north shore of Lake Superior planned the largest escape from a Canadian POW camp during World War II.  The escape was the largest of its kind in Ontario, Canada.

---",generation,high,substring,True,True,True,recursive,500.0,100.0,16,ollama,embeddinggemma:300m,768,hybrid,5,5,1663,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.8848125338554382
naive,recursive,qwen3.5:0.8b,What is the title of Jung Ji-hoon's first single from his third album? ,"""It's Raining""",It's Raining,0.0,False,5.0,5.0,5.0,5.0,1630.8031000080518,5.0,5.0,5.0,5.0,1904.8048999975435,5.0,666.0410999902524,3535.6080000055954,4201.649099995848,"---

## Rain (entertainer)
Jung Ji-hoon (, born June 25, 1982), better known by his stage name Rain (Korean 비 IPA ['piː]), is a South Korean singer-songwriter, actor, and music producer.

---

---

## It's Raining (Rain song)
""It's Raining"" is a Korean language song, and the first single from the third album, by Korean R&B singer, Rain.

---

---

## Back to the World (song)
""Back to the World"" is the first single from R&B singer Tevin Campbell's third album of the same name.  Written by Jamey Jaz, Rahsaan Patterson and Mikelyn Roderick, it was the only single from his third album to garner decent success on the charts, peaking at #16 on the R&B Charts.  It was also the only single from the album to reach the Hot 100, peaking at #47.  This is Tevin's 10th and last single to date to reach the top 20 on the R&B Charts.

top 20 hits ""Two Pink Lines"" and ""Guys Like Me"" and a #51 chart entry with the title track.  Church released ""His Kind of Money (My Kind of Love)"", which peaked at #46 on the charts but did not appear on an album.  His second release ""Carolina"", included his first top 10 hits with ""Love Your Love the Most"" and ""Hell on the Heart"", which both peaked at #10.  The album's last single, ""Smoke a Little Smoke"", peaked at #16.  His third album, ""Chief"", was also his first for EMI Records' Nashville

""Shining Down"" is a song by Lupe Fiasco.  It was intended to be the first single of ""Everywhere"", the first of three CDs of Lupe Fiasco's triple album, ""Lupe Fiasco's LupE.N.D."" , but because of its release being withheld, there was speculation circulating that it may be the first single of his third album, ""Lasers"".  The song, however, was only included in the iTunes deluxe version of the album and was considered a promotional single.  The song is produced by Soundtrakk and features Matthew",generation,high,substring,True,True,True,recursive,500.0,100.0,32,ollama,embeddinggemma:300m,768,hybrid,5,5,1824,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.9601474404335022
naive,recursive,qwen3.5:0.8b,"Which magazine is published by with an independent volunteer editor, Doctor Who Magazine or National Contest Journal?",National Contest Journal,"Doctor Who Magazine

**Reasoning:**
According to the context, the National Contest Journal is described as a magazine published by the American Radio Relay League (""the league"") with ""an **independent** volunteer editor."" In contrast, Doctor Who Magazine is described as a magazine ""devoted to"" a TV series where its current editor is Marcus Hearn (""taking over from the magazine's **longest-serving** editor""), implying the publication's editorial structure is established rather than newly independent. The text explicitly links the ""independent volunteer editor"" attribute to the National Contest Journal.",0.0923076923076923,True,1.0,5.0,5.0,3.6666666666666665,2379.300900036469,1.0,5.0,3.0,3.0,2830.057599989232,3.333333333333333,1352.9520999873057,5209.358500025701,6562.310600013007,"## National Contest Journal
The National Contest Journal (also referred to by the acronym NCJ) is a bimonthly magazine published by the American Radio Relay League, with an independent volunteer editor.  The magazine covers topics related to amateur radio contesting.  The magazine is published in English and draws its subscription base primarily from the United States of America and Canada.

---

---

## Doctor Who Magazine
Doctor Who Magazine (abbreviated as DWM) is a magazine devoted to the long-running British science fiction television series ""Doctor Who"".  Its current editor is Marcus Hearn, who took over from the magazine's longest-serving editor, Tom Spilsbury, in July 2017.  It is currently recognised by ""Guinness World Records"" as the longest running TV tie-in magazine.

---

---

## Rube Goldberg Machine Contest
The Rube Goldberg Machine Contest is a contest in which college or high school students build devices to complete a simple task in a minimum of twenty steps in the style of American cartoonist Rube Goldberg.  Local contests are held throughout the United States, and local winners are eligible to compete in the national contest.

---

## NARAM
NARAM is the Annual Meet of the National Association of Rocketry (NAR).  It is the national contest culminating the rocket contest year, and also includes fun, or ""sport,"" flying of model rockets for those who don't wish to compete.  The NAR is the governing body for the sport/hobby of model rocketry in the United States.  NARAM is traditionally held the first week of August.

---

in a series of regional contests with top entries advancing to state/affiliate contests.  The top two entries in each category and division are invited to compete at the National Contest.",none,,substring,True,True,True,recursive,500.0,100.0,23,ollama,embeddinggemma:300m,768,hybrid,5,5,1751,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.8344805836677551
naive,recursive,qwen3.5:0.8b,Who resigned as the Welsh Assembly Member for the North Wales region to represent Eddisbury in the House of Commons in the UK Parliament in 2015?,Antoinette Sandbach,Antoinette Sandbach resigned as the Welsh Assembly Member for the North Wales region to represent Eddisbury in the House of Commons in the UK Parliament in 2015.,0.1666666666666666,True,5.0,5.0,5.0,5.0,1639.8971999878995,5.0,5.0,5.0,5.0,1106.1307999771088,5.0,1024.5717000216246,2746.0279999650083,3770.599699986633,"---

## Antoinette Sandbach
Antoinette Geraldine Mackeson-Sandbach (born 15 February 1969), known in politics as Antoinette Sandbach, is a Conservative Party politician who was elected as the Member of Parliament for Eddisbury at the 2015 general election.  The following day, 8 May 2015, she resigned as the Welsh Assembly Member for the North Wales region.  having been elected as a North Wales regional Assembly Member at the May 2011 election.

---

## Eddisbury (UK Parliament constituency)
Eddisbury is a constituency in Cheshire represented in the House of Commons of the UK Parliament since 2015 by Antoinette Sandbach, a Conservative.

---

to focus on his work in the Welsh Assembly.  In 2007, Jones was named Wales' ""Politician of the Year"" by the BBC Wales am.pm programme.  He resigned from the Welsh Assembly on 20 June 2013.  In 2017 he unsuccessfully sought to return to the House of Commons for his former constituency.

---

## List of Parliamentary constituencies in Powys
Powys is divided into two constituencies of the House of Commons of the UK Parliament (Westminster), which are also used for elections to the National Assembly for Wales.  The current boundaries have been effective since the Welsh Assembly election, 2007 and the 2010 UK general election.

---

---

## Llyr Huws Gruffydd
Llŷr Huws Gruffydd, (born 25 September 1970) is a Welsh Plaid Cymru politician, and a Member of the Welsh Assembly for the North Wales region.

---",none,,substring,True,True,True,recursive,500.0,100.0,18,ollama,embeddinggemma:300m,768,hybrid,5,5,1461,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.8714802861213684
naive,recursive,qwen3.5:0.8b,"The Texas–Arlington Mavericks women's basketball team is an NCAA Division I college basketball team competing in the Sun Belt Conference and representing the University of Texas at Arlington, the team appeared in the 2005 NCAA tournament, losing to which female basketball team represents Texas Tech University and competes in the Big 12 Conference of NCAA Division I?",Texas Tech Lady Raiders basketball,"The team appeared in the 2005 NCAA tournament, losing to the **Texas Tech Lady Raiders** (also referred to as the Texas Tech Red Raiders in this context as a separate entity) in the first round, where they lost 69–49.

In that same tournament, the Texas Tech Lady Raiders defeated the University of Texas at Arlington Mavericks women's basketball team to win the national championship.

**Answer:** The Texas Tech Lady Raiders",0.2040816326530612,False,2.0,5.0,2.0,3.0,2521.58739999868,1.0,4.0,2.0,2.333333333333333,1622.5755999912508,2.666666666666667,1235.355000011623,4144.1629999899305,5379.518000001553,"The Texas–Arlington Mavericks women's basketball team is an NCAA Division I college basketball team competing in the Sun Belt Conference and representing the University of Texas at Arlington.  Home games are played at College Park Center, located on University of Texas at Arlington's campus in Arlington.  The team appeared in the 2005 NCAA tournament, losing to #4 seed Texas Tech in the first round, 69–49, and the 2007 NCAA tournament, dropping their first round game to #4 seed Texas A&M 58–50.

## Texas–Arlington Mavericks men's basketball
The Texas–Arlington Mavericks men's basketball team is an NCAA Division I college basketball team competing in the Sun Belt Conference.  Home games are played at College Park Center, located on the University of Texas at Arlington's campus in Arlington.  The team appeared in the 2008 NCAA tournament, losing against the #1 seed Memphis in the first round, although Memphis was later forced to vacate the win due to infractions committed by the program.

The Texas–Arlington Mavericks volleyball team, historically one of the most nationally prominent teams on campus, is an NCAA Division I college volleyball team competing in the Sun Belt Conference.  Home games are played at College Park Center, located on University of Texas at Arlington's campus in Arlington.  The team has appeared in eight AIAW National Tournaments, eight NCAA Tournaments and one National Invitational Volleyball Championship Tournament, collecting 12 regular seasons titles

---

## Texas Tech Lady Raiders basketball
The Texas Tech Lady Raiders basketball team represents Texas Tech University and competes in the Big 12 Conference of NCAA Division I.  Candace Whitaker, a former player for the Lady Raiders, was named head coach in 2013.  In her inaugural season in 2013–14, the team finished winless in league play with a conference mark of 0–18.

---

The 2015–16 Texas Tech Red Raiders basketball team represented Texas Tech University in the 2015–16 NCAA Division I men's basketball season.  The Red Raiders were led by the 2016 Big 12 coach of the year Tubby Smith.  They played their home games at the United Supermarkets Arena in Lubbock, Texas and were members of the Big 12 Conference.  They finished the season 19–13, 9–9 in Big 12 play to finish in seventh place.  They lost in the first round of the Big 12 Tournament to TCU.  They received",generation,high,substring,True,True,True,recursive,500.0,100.0,35,ollama,embeddinggemma:300m,768,hybrid,5,5,2379,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.8575317859649658
naive,recursive,qwen3.5:0.8b,What is the middle name of the daughter of Paul M. Fleiss?,Lynne,"Based on the provided context, there is no mention of the middle name of Paul M. Fleiss's daughter. The text introduces Paul M. Fleiss as an American pediatrician who advocated for breastfeeding and anti-circumcision practices but does not provide any information regarding his children's middle names.

Answer: Not mentioned in the context.",0.0,False,3.0,3.0,3.0,3.0,4001.411699980963,5.0,4.0,4.0,4.333333333333333,1533.9249999960884,3.6666666666666665,886.1192000331357,5535.336699977052,6421.455900010187,"## Paul M. Fleiss

Paul Murray Fleiss (September 8, 1933 – July 19, 2014) was an American pediatrician and author known for his unconventional medical views.  Fleiss was a popular and sought-after pediatrician in the Greater Los Angeles area, both among poor and middle-class patients living near his Los Feliz office and among Southern California celebrities.  Fleiss was a breastfeeding and anti-circumcision advocate.  He recommended but did not insist upon childhood vaccinations, and stated he could be ""convinced

---

## Heidi Fleiss
Heidi Lynne Fleiss (born December 30, 1965) is an American former madam, and also a columnist and television personality regularly featured in the 1990s in American media.  She ran a prostitution ring based in Los Angeles, California, and is often referred to as the ""Hollywood Madam"".

---

## Milhouse Van Houten
Milhouse Mussolini van Houten is a fictional character featured in the animated television series ""The Simpsons"", voiced by Pamela Hayden, and created by Matt Groening who named the character after President Richard Nixon's middle name.  Later in the series, it is revealed that Milhouse's middle name is ""Mussolini.""

---

---

## Latvian name
Latvian names, like in most European cultures, consist of two main elements: the given name (""vārds"") followed by family name (""uzvārds"").  During the Soviet occupation (1940 - 1991) the practice of giving a middle name was discouraged, but since the restoration of Independence Latvian legislation again allows giving of up to two given names and it has become more common to give a middle name to children.

---",generation,high,substring,True,True,True,recursive,500.0,100.0,22,ollama,embeddinggemma:300m,768,hybrid,5,5,1614,,,ollama,local,qwen3.5:0.8b,Q8_0,hotpotqa,42,0.8220658898353577
